Transaction ID,Customer ID,Account Number,Transaction Date,Transaction Type,Transaction Amount,Account Balance,Customer Name,Customer Age,Customer Gender,Account Type,Branch Code,Currency,Transaction Status,Interest Rate (%),Loan Amount,Loan Duration (Years),Credit Score,Monthly Income,Employment Status
T000823,C3824,AC93428995,3/13/2023,Payment,3868.83,4218.91,Alice Johnson,23,Female,Savings,BR795,GBP,Failed,2.22,,10,350,3861.57,Self-employed
T000824,C2994,AC58719461,10/28/2022,Transfer,4203.25,44468.85,John Doe,67,Female,Savings,BR798,EUR,Completed,4.59,,,608,9253.33,Unemployed
T000825,C4490,AC12887698,3/19/2022,Payment,7562.91,21572.59,Bob Brown,55,Male,Savings,BR809,EUR,Pending,3.57,29102.67,9,333,4404.29,Employed
T000826,C8984,AC62764241,5/19/2022,Transfer,304.65,25347.88,Alice Johnson,62,Male,Checking,BR689,GBP,Pending,4.08,7709.92,,504,2506.14,Employed
T000827,C2604,AC22417420,8/23/2022,Deposit,2763.29,45930.16,Carol White,68,Female,Savings,BR959,GBP,Pending,1.57,8667.05,,369,2467.87,Self-employed
T000828,C1235,AC81140328,2/17/2022,Withdrawal,5224.2,39038.23,Alice Johnson,51,Female,Credit,BR285,EUR,Completed,4.34,33935.58,,529,12810.4,Unemployed
T000829,C2908,AC30167958,7/11/2023,Withdrawal,2761.58,7394.56,Bob Brown,61,Female,Savings,BR955,USD,Pending,1.03,,,779,9688.85,Unemployed
T000830,C9567,AC32910282,2/14/2022,Payment,6321.5,28705.58,Carol White,32,Male,Checking,BR352,GBP,Completed,1.85,48693.97,,832,6655.11,Unemployed
T000831,C4530,AC12887296,4/2/2022,Payment,4870.49,22670.36,Alice Johnson,31,Female,Credit,BR112,USD,Failed,3.46,,,407,13624.96,Self-employed
T000832,C6256,AC77084285,3/6/2022,Payment,3680.93,40063.34,John Doe,23,Male,Credit,BR398,GBP,Failed,2.5,5453.31,4,540,2912.56,Employed
T000833,C3635,AC66861493,7/10/2023,Withdrawal,9497.17,36487.39,Jane Smith,67,Male,Credit,BR175,EUR,Completed,4.94,26645.85,,550,14744.19,Employed
T000834,C9162,AC34733272,2/23/2023,Deposit,6358.38,34829.88,Jane Smith,54,Male,Credit,BR150,USD,Pending,1.12,,27,434,10011.79,Unemployed
T000835,C3560,AC78209364,12/30/2022,Deposit,1386.42,17686.7,John Doe,67,Female,Savings,BR886,USD,Completed,4.99,,6,389,4385.04,Employed
T000836,C6415,AC61908238,8/16/2022,Withdrawal,5644.91,40443.22,Jane Smith,49,Female,Checking,BR248,GBP,Completed,3.49,,22,739,10827.9,Unemployed
T000837,C4391,AC32371392,7/15/2022,Deposit,7829.25,3567.17,Jane Smith,20,Female,Credit,BR830,USD,Completed,3.23,41225.51,26,597,11923.96,Self-employed
T000838,C6951,AC79070841,1/27/2022,Withdrawal,7114.05,8821.62,John Doe,20,Male,Credit,BR221,GBP,Failed,1.24,15353.87,22,706,7581.46,Self-employed
T000839,C6468,AC14032654,8/28/2022,Deposit,1803.68,17445.54,John Doe,39,Female,Checking,BR310,EUR,Completed,2.09,,5,607,13201.22,Self-employed
T000840,C9007,AC44218900,10/7/2022,Transfer,9726.96,4763.56,Alice Johnson,39,Male,Savings,BR379,USD,Failed,4.7,,,401,3959.52,Unemployed
T000841,C7413,AC33277458,5/11/2022,Transfer,4543.26,12514.72,Alice Johnson,27,Male,Credit,BR637,GBP,Completed,2.42,18352.29,,660,5624.89,Employed
T000842,C7941,AC68231611,7/3/2022,Withdrawal,1674.35,41677.4,John Doe,68,Male,Savings,BR784,USD,Failed,3.65,,,827,3215.4,Self-employed
T000843,C5820,AC84087004,4/6/2022,Deposit,1883.94,47464.33,Bob Brown,20,Male,Savings,BR255,GBP,Completed,5,,9,592,4741.41,Unemployed
T000844,C3898,AC58076248,2/25/2022,Payment,1072.53,15925.52,Jane Smith,29,Male,Savings,BR337,GBP,Completed,2.05,48616.5,19,445,5103.47,Unemployed
T000845,C8546,AC21748768,3/13/2023,Deposit,8054.83,13961.27,Alice Johnson,46,Male,Savings,BR475,GBP,Pending,3.3,,19,703,13929.23,Self-employed
T000846,C1077,AC90720176,12/9/2022,Transfer,1308.1,14714.74,Jane Smith,65,Female,Credit,BR181,EUR,Pending,3.79,31614.36,,301,3015.43,Self-employed
T000847,C8577,AC72005983,4/16/2023,Transfer,1338.74,14608.24,Carol White,34,Male,Credit,BR591,USD,Completed,1.66,43623.92,,418,7556.4,Self-employed
T000848,C5227,AC39718818,11/28/2022,Deposit,8519.67,2760.58,John Doe,24,Female,Savings,BR455,EUR,Completed,1.59,26633.34,,490,8921.18,Employed
T000849,C1600,AC46591531,2/5/2022,Deposit,3511.58,46418.9,Bob Brown,30,Male,Savings,BR372,GBP,Completed,2.83,,12,302,13683.01,Employed
T000850,C2065,AC72994533,8/28/2022,Payment,405.49,11471.21,Carol White,19,Female,Checking,BR679,GBP,Completed,2.54,,3,786,14970.05,Unemployed
T000851,C3136,AC55938649,4/16/2022,Payment,613.76,21580.2,Carol White,21,Female,Checking,BR143,EUR,Pending,3.86,,18,476,11794.05,Self-employed
T000852,C7943,AC51655138,7/30/2023,Deposit,1507.49,1474.66,Carol White,27,Female,Checking,BR672,EUR,Failed,1.28,,,556,14620.28,Self-employed
T000853,C8804,AC62374471,7/12/2023,Deposit,2212.59,43039.8,John Doe,56,Female,Credit,BR222,USD,Completed,4.89,46029.8,6,833,12232.31,Employed
T000854,C7565,AC61379821,6/28/2022,Deposit,6684.95,36826.71,Alice Johnson,41,Male,Checking,BR448,GBP,Pending,1.06,47712.67,7,776,14521.63,Self-employed
T000855,C6984,AC85488205,3/10/2022,Deposit,1657.53,47391.05,John Doe,34,Male,Credit,BR807,EUR,Completed,3.41,,1,697,11194.52,Unemployed
T000856,C6142,AC50133569,4/5/2023,Withdrawal,1276.86,39299.16,Alice Johnson,69,Male,Credit,BR429,GBP,Completed,3.25,,6,795,3036.92,Self-employed
T000857,C5670,AC11912584,10/1/2022,Deposit,7670.72,16371.62,Carol White,23,Male,Credit,BR508,GBP,Failed,1.54,,,519,7224.96,Employed
T000858,C3190,AC30554754,11/13/2022,Payment,6743.45,13145.79,Carol White,36,Female,Credit,BR422,USD,Completed,1.6,,,472,10405.76,Unemployed
T000859,C3712,AC57732820,1/13/2022,Transfer,4409.71,35188.1,Bob Brown,22,Female,Checking,BR210,USD,Completed,4.17,20753.21,22,689,6559.34,Unemployed
T000860,C3192,AC94111129,1/27/2022,Withdrawal,5538.17,18841.53,Alice Johnson,49,Female,Savings,BR869,USD,Failed,4.55,,19,801,5553.99,Self-employed
T000861,C2248,AC70037447,12/27/2022,Deposit,3188.64,28744.54,Carol White,27,Male,Savings,BR188,EUR,Failed,2.13,29611.23,,559,9506.19,Unemployed
T000862,C5033,AC91955631,4/4/2022,Transfer,4876.75,1306.62,Jane Smith,26,Female,Savings,BR532,GBP,Failed,2.75,,,430,14135.52,Self-employed
T000863,C2997,AC24677441,1/23/2022,Withdrawal,5116.06,4032.4,Bob Brown,44,Male,Checking,BR809,EUR,Failed,2.42,,9,412,2454.76,Self-employed
T000864,C4687,AC54804549,8/18/2023,Transfer,3933.65,27233.03,John Doe,30,Female,Savings,BR893,EUR,Pending,1.29,,,319,12000.01,Employed
T000865,C5018,AC44301851,3/7/2022,Deposit,9075.06,28737.51,Bob Brown,36,Female,Checking,BR811,USD,Pending,3.69,46658.33,,514,11395.45,Unemployed
T000866,C2970,AC15438684,6/25/2022,Deposit,259.01,37821.19,Jane Smith,38,Female,Checking,BR198,GBP,Pending,4.3,,12,609,14531.39,Self-employed
T000867,C9389,AC75147544,9/26/2022,Payment,7843.5,7466.3,Alice Johnson,41,Female,Checking,BR638,GBP,Completed,2.22,23348.31,,550,14099.25,Self-employed
T000868,C6765,AC32315019,10/3/2022,Deposit,1331.39,26145.97,John Doe,55,Female,Savings,BR700,USD,Failed,4.96,42396.63,,787,11909.02,Self-employed
T000869,C2202,AC85902244,4/17/2022,Deposit,7995.72,10527.93,John Doe,21,Male,Savings,BR245,GBP,Failed,1.3,,,681,8765.31,Unemployed
T000870,C9135,AC20104107,7/13/2023,Withdrawal,6197.53,5566.61,Alice Johnson,41,Female,Savings,BR793,USD,Pending,3.65,22765.44,,708,4655.48,Unemployed
T000871,C6567,AC44125539,11/21/2022,Payment,8448.45,21114.29,Bob Brown,52,Male,Credit,BR356,EUR,Completed,2.79,38487.69,9,570,9088.06,Unemployed
T000872,C8667,AC70795662,3/26/2022,Withdrawal,1065.39,9003.5,Carol White,20,Male,Checking,BR288,EUR,Completed,2.79,45367.13,,706,11949.58,Self-employed
T000873,C6742,AC93173418,8/5/2023,Transfer,5633.91,11867.32,Bob Brown,21,Male,Credit,BR339,USD,Completed,2.83,,,493,13643.7,Unemployed
T000874,C6788,AC73923119,2/24/2022,Deposit,5060.77,16560.17,Jane Smith,54,Male,Checking,BR970,EUR,Pending,2.03,22048.23,22,740,12266.26,Self-employed
T000875,C6408,AC88014806,7/24/2023,Transfer,7091.31,13710.03,Carol White,57,Male,Savings,BR998,EUR,Completed,3.86,12810.23,,612,4538.47,Unemployed
T000876,C9669,AC12086213,1/15/2022,Withdrawal,5389.48,5291.97,Bob Brown,65,Male,Checking,BR602,USD,Completed,3.89,,17,378,9795.92,Unemployed
T000877,C1922,AC87411194,1/17/2022,Deposit,5453.27,5405.9,Alice Johnson,52,Male,Checking,BR807,EUR,Completed,2.13,,7,479,6318.25,Self-employed
T000878,C1419,AC88308332,6/3/2023,Deposit,4353,10469.22,Jane Smith,48,Male,Credit,BR908,GBP,Failed,4.34,37475.98,,313,2119.67,Unemployed
T000879,C3204,AC52491924,1/17/2023,Withdrawal,3157.46,3477.4,Jane Smith,61,Female,Checking,BR776,EUR,Pending,2.27,11322.38,,545,4602.87,Self-employed
T000880,C2120,AC45553686,2/23/2023,Withdrawal,4874.42,31696.39,Jane Smith,42,Female,Savings,BR918,USD,Failed,3.9,22522.41,,313,3471.87,Unemployed
T000881,C1950,AC42482294,4/8/2023,Withdrawal,1273.07,15079.01,Carol White,57,Male,Checking,BR370,GBP,Failed,1.48,23520.01,,398,12955.35,Unemployed
T000882,C3336,AC47710964,9/13/2022,Withdrawal,9618.98,14707.55,John Doe,30,Male,Checking,BR619,GBP,Pending,1.67,,,332,5360.58,Unemployed
T000883,C6373,AC83701774,7/1/2023,Withdrawal,7172.67,17267.92,Carol White,21,Male,Checking,BR649,EUR,Failed,2.26,,3,735,5701.07,Unemployed
T000884,C3243,AC99268938,3/8/2022,Deposit,9529.42,33477.02,Bob Brown,63,Female,Credit,BR213,GBP,Completed,3.38,5120.07,,556,14479.18,Employed
T000885,C3645,AC31794866,1/9/2023,Withdrawal,2344.6,43661.06,John Doe,31,Female,Checking,BR438,USD,Completed,3.58,,28,333,6928.13,Self-employed
T000886,C5612,AC51464131,8/5/2022,Deposit,8805.48,38195.26,Bob Brown,30,Male,Checking,BR667,GBP,Completed,2.59,44772.32,,318,2124.61,Employed
T000887,C2865,AC54810380,8/20/2022,Deposit,8107.02,36648.93,John Doe,44,Male,Credit,BR458,EUR,Completed,1.31,,1,559,5690,Unemployed
T000888,C7028,AC43812949,2/20/2022,Withdrawal,6803.81,24735.17,Carol White,23,Female,Credit,BR749,EUR,Pending,2.49,,,715,3550.89,Unemployed
T000889,C8326,AC40315282,2/1/2022,Withdrawal,6287.79,34996.47,Jane Smith,34,Female,Credit,BR713,GBP,Failed,3.76,16376.4,,436,3336.51,Self-employed
T000890,C7371,AC42945953,1/27/2023,Payment,3233.84,28085.36,Alice Johnson,53,Male,Credit,BR433,USD,Failed,3.68,39144.81,,658,3007.33,Self-employed
T000891,C7359,AC53300173,7/9/2023,Deposit,8182.47,11596.28,Jane Smith,57,Male,Savings,BR788,USD,Completed,1.64,30250.39,,415,9712.37,Self-employed
T000892,C8863,AC83537404,7/18/2023,Withdrawal,5065,11220.83,Carol White,66,Male,Savings,BR268,EUR,Completed,1.03,18510.15,,703,4461.52,Self-employed
T000893,C4228,AC39105135,10/5/2022,Withdrawal,801.83,15523.21,John Doe,52,Male,Checking,BR438,EUR,Failed,4.01,,13,501,6696.16,Unemployed
T000894,C4719,AC25560243,4/25/2022,Withdrawal,3197.35,45629.33,Jane Smith,34,Female,Savings,BR897,USD,Pending,1.43,,,675,13206.23,Self-employed
T000895,C3371,AC69468269,2/21/2023,Payment,9359.44,27823.33,Carol White,58,Female,Checking,BR360,GBP,Failed,1.33,45774.39,,549,7516.4,Employed
T000896,C3891,AC14338843,5/31/2023,Payment,8521.73,36961.36,Bob Brown,19,Male,Savings,BR986,GBP,Completed,1.01,,,745,13903.99,Self-employed
T000897,C4756,AC43978658,12/28/2022,Transfer,9820.87,17981.38,Alice Johnson,30,Male,Credit,BR834,GBP,Completed,2.73,,19,577,8473.19,Self-employed
T000898,C5225,AC89165063,5/27/2022,Deposit,6317.13,20978.07,Jane Smith,69,Male,Credit,BR298,GBP,Pending,3.01,16417.81,,411,7184.88,Employed
T000899,C1094,AC81226787,7/24/2023,Transfer,2550.35,7152.71,John Doe,19,Female,Savings,BR310,USD,Failed,3.55,41061.75,10,772,11755.06,Employed
T000900,C3674,AC44253388,8/25/2022,Withdrawal,1711.87,9393.45,Bob Brown,69,Male,Savings,BR386,EUR,Pending,2.18,,,691,2951.28,Employed
T000901,C7898,AC41349379,5/12/2022,Payment,1950.45,41540.47,Carol White,45,Male,Checking,BR791,EUR,Pending,3.84,36003.01,3,442,3163.22,Employed
T000902,C1793,AC55844569,8/18/2022,Payment,295.98,29657.09,Alice Johnson,60,Male,Checking,BR861,GBP,Completed,1.68,12872.57,,331,10475.66,Self-employed
T000903,C3116,AC77284075,5/10/2023,Transfer,3967.75,17539.09,John Doe,43,Female,Checking,BR842,USD,Failed,4.33,,,480,8330.23,Employed
T000904,C6779,AC89590438,6/5/2023,Payment,1995.13,40339.71,Carol White,39,Male,Credit,BR571,USD,Completed,3.29,,19,815,12275.4,Unemployed
T000905,C7166,AC70251070,7/27/2023,Withdrawal,4175.39,13079.48,Carol White,64,Female,Credit,BR581,GBP,Failed,3.34,38978.63,,568,13911.52,Self-employed
T000906,C1814,AC66379703,9/3/2022,Payment,9356.44,48825.6,Jane Smith,60,Male,Credit,BR122,GBP,Completed,1.84,,25,535,7048.77,Unemployed
T000907,C1345,AC62215024,8/6/2022,Transfer,4362.35,17896.06,Jane Smith,20,Male,Credit,BR659,GBP,Completed,1.3,28303.04,,576,9753.33,Self-employed
T000908,C9554,AC30668329,7/16/2023,Withdrawal,8792.05,17528.24,John Doe,52,Male,Checking,BR208,EUR,Failed,2.86,45083.55,,574,8509.06,Self-employed
T000909,C3443,AC38186921,4/3/2023,Transfer,6094.5,16283.68,Carol White,29,Female,Credit,BR395,GBP,Failed,3.46,,17,385,14760.94,Unemployed
T000910,C8783,AC59402807,11/2/2022,Payment,2546.6,6983.46,Jane Smith,41,Male,Credit,BR105,EUR,Completed,1.38,,,362,12804.1,Employed
T000911,C1984,AC88500947,1/24/2022,Transfer,3622.96,6445.72,Alice Johnson,22,Male,Credit,BR649,USD,Failed,4.8,29593.51,26,703,13852.59,Employed
T000912,C8790,AC73546819,4/8/2022,Transfer,930.8,32757.15,Alice Johnson,37,Female,Credit,BR780,USD,Completed,4.92,27768.45,21,491,5306.42,Unemployed
T000913,C1827,AC23952821,5/19/2023,Deposit,3401.28,43880.78,Carol White,56,Female,Savings,BR967,EUR,Failed,3.18,15005.89,,592,12042.84,Employed
T000914,C4531,AC91503616,7/28/2023,Payment,6807.66,39735.51,Jane Smith,56,Female,Checking,BR894,EUR,Completed,4.8,,,330,5451.15,Self-employed
T000915,C8147,AC62237687,5/1/2022,Payment,813.9,7914.27,John Doe,30,Male,Checking,BR302,EUR,Completed,1.72,11326.32,,629,4713.65,Self-employed
T000916,C5451,AC45009897,3/3/2023,Transfer,2133.47,27733.52,John Doe,58,Female,Credit,BR424,EUR,Completed,1.1,,1,406,14275.46,Self-employed
T000917,C4876,AC89690286,5/26/2022,Deposit,3876.27,6173.99,John Doe,62,Male,Savings,BR924,GBP,Pending,1.16,35415.13,14,575,2250.96,Employed
T000918,C6959,AC69714426,12/11/2022,Payment,9822.29,3219.44,Alice Johnson,29,Female,Checking,BR884,USD,Failed,3.35,,,381,14550.05,Employed
T000919,C1126,AC21098252,3/26/2023,Withdrawal,7870.13,33162.91,Jane Smith,30,Female,Checking,BR343,GBP,Completed,1.25,9144.38,2,363,3940.4,Unemployed
T000920,C4177,AC43766262,2/23/2022,Transfer,7361.52,27222.46,Jane Smith,27,Female,Credit,BR426,EUR,Pending,4.83,,19,428,12652.7,Self-employed
T000921,C9795,AC65771029,7/7/2022,Payment,1250.29,5019.16,Alice Johnson,50,Male,Credit,BR146,GBP,Completed,1.57,44472.14,15,555,5586.99,Unemployed
T000922,C7024,AC38728437,4/5/2023,Withdrawal,7831.86,2712.02,John Doe,57,Male,Checking,BR860,GBP,Pending,2.22,22786.43,28,530,6559.13,Employed
T000923,C6109,AC75176852,6/25/2023,Payment,7874.16,49498.06,John Doe,33,Male,Checking,BR690,USD,Completed,4.29,25983.63,,796,4817.85,Unemployed
T000924,C5146,AC49541461,3/22/2023,Withdrawal,6050.92,2471.05,Carol White,62,Male,Savings,BR721,GBP,Completed,1.87,43729.33,,436,9611.68,Employed
T000925,C8196,AC50071048,12/11/2022,Transfer,9904.58,22781.88,Bob Brown,52,Male,Checking,BR112,USD,Pending,1.97,,,754,6525.24,Self-employed
T000926,C4368,AC63660697,4/17/2023,Payment,3320.01,25726.33,Jane Smith,20,Male,Checking,BR479,EUR,Pending,3.57,,19,654,10546.11,Self-employed
T000927,C4797,AC84006537,2/8/2022,Payment,9418.6,6746.73,Jane Smith,22,Male,Credit,BR464,GBP,Failed,2.1,,21,784,2203.42,Employed
T000928,C2792,AC89557591,7/6/2023,Deposit,9155.84,9284.03,Jane Smith,43,Male,Checking,BR701,EUR,Failed,1.87,,10,445,2836.87,Employed
T000929,C6732,AC30523385,5/1/2023,Transfer,213.66,18238.45,Bob Brown,28,Male,Credit,BR441,USD,Pending,2.02,,1,332,3295.59,Employed
T000930,C4476,AC83111160,11/28/2022,Withdrawal,4556.15,38322.12,Carol White,24,Female,Checking,BR959,EUR,Failed,2.96,7273.41,,559,7446.92,Self-employed
T000931,C4417,AC95661847,2/22/2022,Payment,9773.33,25847.04,Bob Brown,27,Female,Checking,BR891,EUR,Pending,4.86,,22,386,12592.35,Employed
T000932,C2645,AC51538255,6/25/2023,Payment,1120.9,32257.19,John Doe,59,Male,Checking,BR320,USD,Failed,4.33,,15,564,13546.31,Self-employed
T000933,C4030,AC87827225,1/1/2022,Withdrawal,5523.07,49273.55,John Doe,69,Male,Savings,BR172,EUR,Completed,2.14,,,841,5182.54,Unemployed
T000934,C3872,AC34245082,9/5/2022,Transfer,9791.68,38632.27,Jane Smith,51,Male,Credit,BR845,EUR,Failed,2.45,,,691,9466.81,Self-employed
T000935,C4072,AC99380419,2/11/2023,Deposit,5599.4,22283.71,Alice Johnson,20,Male,Savings,BR871,EUR,Completed,2.86,42910.6,,531,11988.74,Unemployed
T000936,C2854,AC66728215,7/11/2023,Deposit,1979.17,22875.65,Jane Smith,25,Female,Checking,BR724,GBP,Completed,4.92,25967.48,22,746,5754.78,Self-employed
T000937,C5021,AC53440658,2/4/2022,Payment,5863.61,31319.83,Alice Johnson,48,Female,Savings,BR145,EUR,Failed,1.69,9205.43,25,428,7317.1,Self-employed
T000938,C5662,AC41886947,1/12/2023,Withdrawal,2123.96,33602.9,Bob Brown,28,Male,Credit,BR603,USD,Pending,2.43,36806.88,18,570,8811.66,Employed
T000939,C7514,AC85111483,3/6/2023,Payment,5245.07,25534.84,John Doe,62,Female,Checking,BR373,GBP,Completed,3.92,,13,388,3753.37,Self-employed
T000940,C6031,AC75174694,3/10/2023,Withdrawal,833.02,32598.2,Alice Johnson,24,Female,Savings,BR654,GBP,Completed,4.86,,10,765,2337.77,Employed
T000941,C3708,AC58532681,11/12/2022,Deposit,6094.28,2153.09,Bob Brown,62,Male,Savings,BR307,USD,Failed,1.62,5705.26,24,469,3986.48,Employed
T000942,C8112,AC17667857,9/10/2022,Transfer,5216.22,22051.52,John Doe,19,Male,Credit,BR960,EUR,Pending,1.91,23809.92,,427,10149.1,Employed
T000943,C9393,AC81537554,12/8/2022,Withdrawal,7427.6,14667.97,Alice Johnson,23,Male,Savings,BR714,GBP,Pending,1.9,,27,473,2957.04,Self-employed
T000944,C4507,AC71279200,4/2/2023,Deposit,6343.93,7329.55,Jane Smith,58,Male,Credit,BR223,GBP,Failed,1.08,,,325,4466.05,Employed
T000945,C7456,AC85998646,7/19/2022,Payment,5541.1,5877.78,Jane Smith,49,Female,Checking,BR109,GBP,Pending,3.42,17029.83,,810,6392.1,Unemployed
T000946,C5212,AC60526894,5/20/2023,Withdrawal,6928.81,30556.42,Jane Smith,37,Male,Checking,BR428,EUR,Failed,3.68,33370.62,,787,3012.31,Unemployed
T000947,C8970,AC80805040,6/8/2022,Transfer,1525.02,26656.43,Bob Brown,51,Female,Savings,BR286,GBP,Failed,3.41,28845.98,27,705,4492.09,Self-employed
T000948,C9766,AC87840866,4/7/2023,Payment,5994.06,13425.62,Jane Smith,67,Male,Checking,BR642,USD,Failed,1.29,8104.43,20,325,13846.51,Employed
T000949,C1536,AC91806561,10/12/2022,Payment,1803.89,24076.55,Carol White,33,Female,Checking,BR767,EUR,Completed,1.28,,,382,2250.89,Unemployed
T000950,C2625,AC27789600,8/19/2022,Deposit,9262.67,25119.38,John Doe,42,Male,Savings,BR159,USD,Completed,1.84,,11,663,10494.62,Self-employed
T000951,C8973,AC27644180,1/26/2022,Withdrawal,776.51,10555.44,Bob Brown,29,Male,Checking,BR860,USD,Completed,2.16,,6,666,6997.32,Self-employed
T000952,C9577,AC18437712,3/25/2023,Payment,4360.71,32952.56,Jane Smith,24,Female,Savings,BR998,GBP,Failed,4.15,10505.24,,359,10744.43,Self-employed
T000953,C9070,AC82892046,6/27/2023,Transfer,6988.4,39265.05,John Doe,56,Female,Credit,BR985,GBP,Completed,1.64,,1,591,9652.99,Self-employed
T000954,C9666,AC59375650,4/23/2022,Withdrawal,4634.42,39781.71,Alice Johnson,34,Female,Credit,BR881,GBP,Completed,1.18,,19,490,4905.48,Self-employed
T000955,C9609,AC67312219,4/11/2022,Transfer,1011.74,30521.02,Jane Smith,62,Male,Credit,BR541,USD,Completed,2.58,19002.51,7,760,13013.72,Employed
T000956,C7490,AC90256454,6/25/2022,Payment,5578.45,26070.29,John Doe,28,Female,Savings,BR316,EUR,Failed,2.67,27066.11,24,532,8395.22,Employed
T000957,C4600,AC76346143,5/5/2022,Transfer,6452.16,3989.35,Carol White,23,Female,Savings,BR101,GBP,Failed,2.8,39773.49,,773,12692.97,Employed
T000958,C7783,AC65666186,1/4/2022,Deposit,7067.54,15103.73,Alice Johnson,40,Female,Checking,BR635,GBP,Failed,4.31,12577.34,,704,7278.16,Employed
T000959,C5971,AC66681097,11/1/2022,Transfer,3795.27,5570.3,Carol White,44,Female,Checking,BR817,USD,Completed,1.39,39537.31,20,570,14800.91,Self-employed
T000960,C2205,AC39565896,2/28/2023,Withdrawal,5680.23,48227.33,John Doe,63,Female,Checking,BR931,EUR,Pending,3.82,38725.11,11,433,12016.36,Self-employed
T000961,C2990,AC78315725,4/8/2022,Transfer,4561.8,7618.93,Carol White,23,Female,Checking,BR810,USD,Completed,2.35,,5,470,14557.35,Unemployed
T000962,C6299,AC40131276,4/28/2022,Transfer,6753.35,8437,John Doe,55,Female,Checking,BR455,GBP,Completed,2.24,,,714,8686.24,Unemployed
T000963,C4572,AC13119612,2/22/2022,Deposit,5877.21,44589.25,John Doe,19,Female,Savings,BR725,USD,Failed,4.73,,21,327,8157.98,Employed
T000964,C6975,AC82045464,2/18/2023,Transfer,5304.99,47252.49,Carol White,39,Female,Savings,BR891,GBP,Failed,1.99,,24,435,11820.9,Self-employed
T000965,C7320,AC91756929,4/30/2023,Transfer,2570.29,38525.62,John Doe,37,Male,Credit,BR766,EUR,Completed,3.57,,,704,13443.79,Unemployed
T000966,C5380,AC59133346,6/7/2023,Payment,119.98,1264.84,Jane Smith,42,Male,Credit,BR264,USD,Completed,2.1,,2,804,14533.9,Unemployed
T000967,C5757,AC24160134,8/12/2023,Payment,1823.41,1065.97,John Doe,32,Female,Credit,BR833,GBP,Pending,3.03,16365.25,,540,6219.17,Unemployed
T000968,C3713,AC42833108,12/24/2022,Withdrawal,1258.95,19526.94,Bob Brown,66,Male,Credit,BR190,GBP,Pending,4.15,21752.58,4,743,12383.16,Unemployed
T000969,C6588,AC94143761,10/20/2022,Payment,4545.94,8026.37,John Doe,46,Male,Savings,BR266,GBP,Failed,4.53,9866.78,,733,4738.39,Employed
T000970,C1966,AC32406697,1/24/2023,Payment,6161.36,1900.92,Bob Brown,25,Female,Savings,BR306,GBP,Pending,4.35,,10,527,9092.47,Self-employed
T000971,C5944,AC45609212,5/19/2023,Payment,2209.54,23739.27,John Doe,54,Female,Savings,BR381,USD,Pending,3.33,,2,808,4338.03,Employed
T000972,C4432,AC34768424,6/24/2023,Payment,9396.67,47210.03,John Doe,66,Female,Checking,BR164,GBP,Failed,2,37430.05,,602,6516.17,Unemployed
T000973,C1688,AC31200624,5/7/2023,Deposit,166.15,16867.16,Carol White,69,Female,Checking,BR987,USD,Pending,3.64,7184.77,,333,14107.66,Unemployed
T000974,C5243,AC77951050,8/13/2023,Payment,7745.78,33395.89,Jane Smith,50,Female,Credit,BR615,GBP,Completed,3.84,34303.65,,301,3899.18,Self-employed
T000975,C4701,AC24578363,8/2/2023,Deposit,6289.53,32959.53,Jane Smith,39,Female,Checking,BR256,USD,Pending,1.04,14963.45,,661,10221.21,Self-employed
T000976,C9533,AC36659117,5/23/2023,Deposit,3798.19,13302.93,Alice Johnson,67,Male,Savings,BR860,USD,Failed,2.76,8683.77,,494,9708.41,Employed
T000977,C6182,AC54494354,11/21/2022,Payment,599.84,32870.84,Carol White,64,Female,Credit,BR868,GBP,Completed,4.37,,27,607,3569.6,Self-employed
T000978,C7704,AC50670787,3/3/2022,Transfer,6312.12,11404.36,Carol White,22,Male,Credit,BR846,GBP,Pending,2.96,,,549,6237.73,Employed
T000979,C5422,AC34003801,8/16/2023,Deposit,3917.57,6978.36,Jane Smith,56,Female,Checking,BR405,GBP,Completed,2.25,,,446,9318.76,Employed
T000980,C2759,AC78233769,6/6/2023,Transfer,9369.04,35367.78,Carol White,35,Female,Credit,BR977,GBP,Completed,4.49,21081.94,,645,4433.32,Unemployed
T000981,C3482,AC82668141,8/15/2022,Transfer,5465.7,6558.6,Jane Smith,55,Male,Checking,BR494,EUR,Pending,1.62,,,647,12408.11,Employed
T000982,C9058,AC73975459,12/10/2022,Payment,9402.55,49848.55,Carol White,54,Female,Checking,BR173,GBP,Pending,1.83,48359.73,2,553,14638.03,Unemployed
T000983,C1951,AC97144164,6/24/2023,Withdrawal,2282.79,9989.17,John Doe,47,Female,Credit,BR286,GBP,Failed,3.75,,3,698,4791.87,Employed
T000984,C9914,AC92424160,1/30/2023,Payment,7284.69,30112.95,Jane Smith,68,Male,Checking,BR673,GBP,Failed,2.41,40778.94,9,633,4429.86,Employed
T000985,C3079,AC18593059,6/6/2023,Withdrawal,6210.77,21157.35,Jane Smith,48,Female,Checking,BR436,USD,Completed,3.85,5597.08,5,475,7914.16,Self-employed
T000986,C3717,AC28757506,3/4/2022,Withdrawal,7420.14,7192.93,Bob Brown,27,Male,Checking,BR775,GBP,Failed,1.63,,10,424,11720.95,Self-employed
T000987,C5524,AC56692999,9/5/2022,Payment,2225.21,2364.35,Carol White,32,Female,Checking,BR667,USD,Completed,2.01,,,697,5660.81,Unemployed
